,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin
463, February 2020,4,Domestic,Economy,Works for me!,The flights to Bradenton/Sarasota and back to Flint were on time and very nice smooth flights. I pay extra for the legroom and prefer the window seat and still inexpensive to say the least. I’ve never had a problem flying with Alligent. Nice job Alligent!,Allegiant,low-cost,USA
464, February 2020,5,Domestic,Basic Economy,Quick trip to Florida,Flight left GR at 6 am and landed by 9:20 am - at pool by 11 am.  This was an easy flight and we had no issues.  The plane was newer and wider so more space.  It was a good flight - will use it again.,Allegiant,low-cost,USA
465, February 2020,5,Canada,Basic Economy,They waited for me!!!!,"Everyone hates missing flights. My wife left her purse outside the Uber and had to run back home to grab it. Almost missing her flight, we get a call from Allegiant asking where she is.... they waited and let her check in her luggage last minute and let her board. My wife was…",Allegiant,low-cost,USA
466, February 2020,4,Domestic,Economy,Weekend getaway enabler,"Direct flight, no frills, on time and inexpensive.   Will use again and recommend as a way to get warm for a few days",Allegiant,low-cost,USA
467, February 2020,4,Domestic,Basic Economy,Good experience,My husband and I decided to fly Allegiant from Boise to Phoenix/Mesa and back.  We paid extra for an emergency row (which was totally worth it).  The crew was nice.  The flight was smooth.  We liked flying into a small airport.    We will definitely flight Allegiant for this…,Allegiant,low-cost,USA
468, February 2020,2,Domestic,Basic Economy,Please choose a different airline.,"This is our second time flying Allegiant, but unfortunately this time wasn't as good as last. Our flight from Albuquerque to Vegas was supposed to leave at 10:50 but it didn't take off until well past 12:00. I know that things happen, but very little communication was provided…",Allegiant,low-cost,USA
469, February 2020,5,Domestic,Basic Economy,"For more information, check out our review guidelines.  Thanks for being part of the Tripadvisor community!  Tripadvisor","For more information, check out our review guidelines.  Thanks for being part of the Tripadvisor community!  Tripadvisor Support Team  Allegiant Air  World  good flight  748149874  Wonderful.............",Allegiant,low-cost,USA
470, February 2020,5,Domestic,Basic Economy,good experience,"good experience. we got  good help w wheelchair for my dad. i chose to have insurance option so i can choose seats for my large family. yes, it cost more  for this option.   all luggages were checked in as part of the deal. all went smoothly for boarding. we got our own water…",Allegiant,low-cost,USA
471, February 2020,1,Domestic,Economy,The most horrible airline!,"I fly to Asheville with this airline at least 2 times a month. It is always late, costomer service is non existing at most, both in counter (if someone is even there) and on the phone.Avoid it if you can.",Allegiant,low-cost,USA
472, February 2020,1,Domestic,Economy,Delayed 6 hours for a tsa violation,Delayed for six hours for a TSA violation.   They brought  checked bags onto the plane because the luggage carrier under the plane was damaged.  Everyone had to go back through security and everyone on the plane was put in danger.  Still trying to get more than just vouchers for…,Allegiant,low-cost,USA
473, February 2020,1,Domestic,Basic Economy,"Rude people at the gate, not helpful","My son and I are flying out of Charleston, SC into Cincinnati. We passed by the gate at least 20 minutes before the boarding time and not one single person was at the counter and the door to the boarding tunnel was closed. So, my son and I went to get some snacks. As we passed…",Allegiant,low-cost,USA
474, February 2020,5,Domestic,Basic Economy,Happy customer.,"Flight right on time.  Clean plane, professional flight attendants, thankfully seats that don't recline. $74 one way including tax.  Bring on a backpack. No problem at all. 1 for 1 with this happy customer.",Allegiant,low-cost,USA
475, February 2020,1,Domestic,Economy,Terrible Customer Service,"Allegiant has the worst customer service of any airline.  They will make you wait on hold for hours.  Then when they have an issue on their end they will just talk over you, push you to the point you get really mad, and then hang up on you.   I have flown on their planes and…",Allegiant,low-cost,USA
476, June 2019,1,Domestic,Economy,Horrible Customer Service,"Horrible customer service. I qualified for bag fee discount and the agent helping me didn't mention it, however the traveler I was traveling with was offered the discounts and told me. Of course they don't process refunds so it was too late. I've tried calling them and not only…",Allegiant,low-cost,USA
477, February 2020,4,Domestic,Basic Economy,"Rough flight, pilot handled well!","Allegiant Air like some other economy flights continues to shorten their leg allowance and this plane I'm sure had less under seat room. Surprised we ate not given free beverages either. Besides that, at our smaller airport choices are limited. Having said all this, we left at…",Allegiant,low-cost,USA
478, February 2020,4,Domestic,Basic Economy,Good again !,"Third time flying Allegiant to Florida. Each time flights have been on time, clean, and friendly staff.   As long as you realize your not flying Delta, your not going to get an extras, you will be fine.  The aircraft are all fairly new and well maintained.  Will continue to look…",Allegiant,low-cost,USA
479, February 2020,1,Domestic,Basic Economy,"Dirty, bad service,  Hidden prices",Very cramped seating (no leg room). The informed the passengers that the front restroom was out of order (and the plane was full).  They charged us for checking in unless we download their app (adding apps slows down your phone).  My checked bag was 5 pounds over weights and…,Allegiant,low-cost,USA
480, February 2020,5,Domestic,Basic Economy,Perfect Again,Never an issue with Allegiant. It's always on time. It's always clean and exactly as delivered. The crew are great. The flight is always comfortable. I wouldnt hesitate to use Allegiant for any of my travels. Not only are the the cheapest around they are still one of the best…,Allegiant,low-cost,USA
481, February 2020,4,Domestic,Basic Economy,Flying to Florida,"It was a good flight, just a little crowded.  Seats are small and not much leg room.  Attendants were very polite and the flight take offs and landings were good.  We were lucky to get seat #1 on the return flight and the leg room was much better.  I was traveling with my 94…",Allegiant,low-cost,USA
482, February 2020,5,Domestic,Basic Economy,Great flight,"You can’t beat Allegiant for their nonstop flights!! Staff was great!! Easy flight! No issues what so ever. I would definitely fly with them again, & I have!!",Allegiant,low-cost,USA
483, February 2020,5,Domestic,Economy,Yes it’s a discount airline but it’s also a direct flight,"I fly Allegiant a lot, to several cities in Florida from Asheville but also to Denver and Baltimore ( Washington DC area). I get what I pay for. If you need to keep luggage costs down ,pack light, but all in all , I get treated well, I get a fair seat, I get where I am going.…",Allegiant,low-cost,USA
484, February 2020,3,Domestic,Basic Economy,Great flight. Terrible public relations,"The flight and flight crew were great. However, I got a nasty surprise when I got my boarding pass and app. No TSA PreCheck. I had added my TSA Trusted Traveler number to my profile on the Allegiant website after I booked my flight. When I got to the airport the desk agent said…",Allegiant,low-cost,USA
485, February 2020,1,Domestic,Basic Economy,Racist flight attendant should be fired,"See images. I am highly traumatized by this experience and after I documented this and we landed, the flight attendant had the police come on the plane to escort me off for asking her a question. EVERYONE seated around me vouched that I was not out of line at any point, and that…",Allegiant,low-cost,USA
486, February 2020,4,Domestic,Basic Economy,Great flight and friendly staff,Great direct flight from Knoxville to Las Vegas. Very reasonably priced. The staff and crew were very helpful and friendly.,Allegiant,low-cost,USA
